name,symbol,contractAddress,sessionCategory,sessionCategoryReason,marketCap,fdv,peakMarketCap,athEstimate,peakConfidence,observedAthMarketCap,volume24h,volumeField,liquidityUsd,priceUsd,priceChange24h,buys24h,sells24h,dexId,pairAddress,dexScreenerUrl,wallets,tokenCreatedAtIso,pairCreatedAtIso,firstBuyAtIso,detectedAtIso,filterReason
HordeFall,HORDE,2pS1nqgKj2pFHiN8NVrS1ps9Y2YSsCxLJiTfQqa8pump,NA,Classified as NA using token creation time,2540.38,2540.38,10619.43534825985,10619.43534825985,history,10619.43534825985,45025.36,h24,,0.00000254,12.44,533,500,pumpfun,7nE3jhkoGkfUDvVkVGF9JStRDRnoh1Q2u5XiYNHvJCq6,https://dexscreener.com/solana/7ne3jhkogkfudvvkvgf9jstrdrnoh1q2u5xiynhvjcq6,CXdZ6m2PotNq4D7zKK3af426ohGro1xingNuf68SoKmv,2026-07-01T15:04:03.000Z,2026-07-01T15:04:03.000Z,2026-07-01T17:25:13.000Z,2026-07-02T13:58:01.926Z,"✓ bought by 1 wallet(s); ✓ peak≈$10,619 >= floor $10,000 [history]; ✓ peak≈$10,619 <= ceiling $25,000; ✓ vol(h24)=$45,025 >= $10,000; ✓ chain=solana"
LIVE FUCKING ON X,X,FZSn9GfUvsKGh6vTDuyJ5193Lg7EfxPLxugCsUvapump,NA,Classified as NA using token creation time,2186.74,2186.74,10567.0979361661,10567.0979361661,history,10567.0979361661,19551.75,h24,,0.000002186,-17.46,218,207,pumpfun,2APewRVGi3Q3bPSharUzP4R3cRMFF6oxrxEx5inzvM2T,https://dexscreener.com/solana/2apewrvgi3q3bpsharuzp4r3crmff6oxrxex5inzvm2t,EaVboaPxFCYanjoNWdkxTbPvt57nhXGu5i6m9m6ZS2kK,2026-07-01T21:39:18.000Z,2026-07-01T21:39:18.000Z,2026-07-01T21:39:29.000Z,2026-07-02T13:58:01.926Z,"✓ bought by 1 wallet(s); ✓ peak≈$10,567 >= floor $10,000 [history]; ✓ peak≈$10,567 <= ceiling $25,000; ✓ vol(h24)=$19,552 >= $10,000; ✓ chain=solana"
tecker cerlson,tecker,GEJ5thZBXXV6yfPqUsA9yy8XR8ncFpzGKaLL4BQhpump,NA,Classified as NA using DEX Screener pairCreatedAt,2205.74,2205.74,10560.857515521437,10560.857515521437,history,10560.857515521437,25055.48,h24,,0.000002205,-25.29,330,293,pumpfun,9KhTf74BPiosYC75PxjruQs5Vd9kU1n65sPL6kcb28dP,https://dexscreener.com/solana/9khtf74bpiosyc75pxjruqs5vd9ku1n65spl6kcb28dp,CyaE1VxvBrahnPWkqm5VsdCvyS2QmNht2UFrKJHga54o; Bi4rd5FH5bYEN8scZ7wevxNZyNmKHdaBcvewdPFxYdLt,,2026-07-01T19:10:42.000Z,2026-07-01T19:10:44.000Z,2026-07-02T13:58:01.926Z,"✓ bought by 2 wallet(s); ✓ peak≈$10,561 >= floor $10,000 [history]; ✓ peak≈$10,561 <= ceiling $25,000; ✓ vol(h24)=$25,055 >= $10,000; ✓ chain=solana"
TRUMPGLE,TRUMPGLE,EqRdLTD1o7A9fpnhBhVPHf4K8P7LtmAetz24N3kpump,NA,Classified as NA using token creation time,2187.23,2187.23,10489.816938234646,10489.816938234646,history,10489.816938234646,17881.17,h24,,0.000002187,-21.36,121,138,pumpfun,5HZnshxGhVJQ62YsbVMouxtbMcB5UhbkVhG8cXYE1VUH,https://dexscreener.com/solana/5hznshxghvjq62ysbvmouxtbmcb5uhbkvhg8cxye1vuh,CyaE1VxvBrahnPWkqm5VsdCvyS2QmNht2UFrKJHga54o; FhZmTCs7enzPDN1RpgJPUcZPfX6FKJ9uqj7ch2jtggGW,2026-07-01T20:58:39.000Z,2026-07-01T20:58:39.000Z,2026-07-01T20:58:45.000Z,2026-07-02T13:58:01.926Z,"✓ bought by 2 wallet(s); ✓ peak≈$10,490 >= floor $10,000 [history]; ✓ peak≈$10,490 <= ceiling $25,000; ✓ vol(h24)=$17,881 >= $10,000; ✓ chain=solana"
HAPPYCAT,HAPPYCAT,7LRGQT1yDFgf1wHk8Esm1RbJ8sDXCsW8NqyZAmLWpump,NA,Classified as NA using DEX Screener pairCreatedAt,2178.97,2178.97,10483.80751409602,10483.80751409602,history,10483.80751409602,24981.19,h24,,0.000002178,-25.67,244,317,pumpfun,93Kj1xHaqgUpPsjCv93gmuPr7AJ6G9Dh1X48xTZ4aQW3,https://dexscreener.com/solana/93kj1xhaqguppsjcv93gmupr7aj6g9dh1x48xtz4aqw3,831yhv67QpKqLBJjbmw2xoDUeeFHGUx8RnuRj9imeoEs; 8fsKLLtvKNanL4ginCaiRS6UfeemY11rSf8U8fN1dJw4; FhZmTCs7enzPDN1RpgJPUcZPfX6FKJ9uqj7ch2jtggGW,,2026-07-01T20:45:15.000Z,2026-07-01T20:45:18.000Z,2026-07-02T13:58:01.926Z,"✓ bought by 3 wallet(s); ✓ peak≈$10,484 >= floor $10,000 [history]; ✓ peak≈$10,484 <= ceiling $25,000; ✓ vol(h24)=$24,981 >= $10,000; ✓ chain=solana"
sleepy cat,쩨로,22dutYur2AgFnmFWpgN4eTiyXpTxwE75BpY4V2ahpump,NA,Classified as NA using DEX Screener pairCreatedAt,3773.01,3773.01,10458.908326057048,10460.8581836842,history,10460.8581836842,50275.96,h24,,0.000003773,31.94,889,646,pumpfun,49HDmWz5iud5zYAjiVtK5UMGoECDZ2wdRqbYHGw6D8dw,https://dexscreener.com/solana/49hdmwz5iud5zyajivtk5umgoecdz2wdrqbyhgw6d8dw,CXdZ6m2PotNq4D7zKK3af426ohGro1xingNuf68SoKmv; 5ZuV8eqkvzYFVEKbLvGBdexL2tFv7E5BCd2HZpjqbdg,,2026-07-01T23:43:02.000Z,2026-07-01T23:52:18.000Z,2026-07-02T13:58:01.926Z,"✓ bought by 2 wallet(s); ✓ peak≈$10,461 >= floor $10,000 [history]; ✓ peak≈$10,461 <= ceiling $25,000; ✓ vol(h24)=$50,276 >= $10,000; ✓ chain=solana"
FrontDotFun,Front,bs3dBvP5jgiQAxscBoWDbB8DKe4jJMoRUA3Wy9kpump,NA,Classified as NA using token creation time,2171.02,2171.02,10372.815600026926,10372.815600026926,history,10372.815600026926,11072.65,h24,,0.000002171,-17.11,163,480,pumpfun,CRdN6892fchgUhRzdMdeZ4vEMQB555etdKjasvBUY2aT,https://dexscreener.com/solana/crdn6892fchguhrzdmdez4vemqb555etdkjasvbuy2at,CXdZ6m2PotNq4D7zKK3af426ohGro1xingNuf68SoKmv,2026-07-01T17:21:04.000Z,2026-07-01T17:21:04.000Z,2026-07-01T17:29:37.000Z,2026-07-02T13:58:01.926Z,"✓ bought by 1 wallet(s); ✓ peak≈$10,373 >= floor $10,000 [history]; ✓ peak≈$10,373 <= ceiling $25,000; ✓ vol(h24)=$11,073 >= $10,000; ✓ chain=solana"
Solhood,Solhood,WdvTHvHZHuiivyPqpJ8aXB9NJAVXDY4FtcG5zWyhood,NA,Classified as NA using DEX Screener pairCreatedAt,2299.07,2299.07,10361.358626903879,10364.915558105953,history,10364.915558105953,13922.65,h24,,0.000002299,-16.83,126,161,pumpfun,2KTzK7m4RV2RQiZ2cHoScY16GrH8vioe5jh4u8VtsjFh,https://dexscreener.com/solana/2ktzk7m4rv2rqiz2choscy16grh8vioe5jh4u8vtsjfh,CyaE1VxvBrahnPWkqm5VsdCvyS2QmNht2UFrKJHga54o; 6S8GezkxYUfZy9JPtYnanbcZTMB87Wjt1qx3c6ELajKC,,2026-07-01T19:27:26.000Z,2026-07-01T19:27:29.000Z,2026-07-02T13:58:01.926Z,"✓ bought by 2 wallet(s); ✓ peak≈$10,365 >= floor $10,000 [history]; ✓ peak≈$10,365 <= ceiling $25,000; ✓ vol(h24)=$13,923 >= $10,000; ✓ chain=solana"
dug,dug,8DHZbDkNGVuGp6YNCSQbaqEu4h1TUspYqSJk3oFkpump,NA,Classified as NA using token creation time,2307.22,2307.22,10360.854169236502,10360.854169236502,history,10360.854169236502,18854.81,h24,,0.000002307,0.63,111,134,pumpfun,EgpXXEwAePzwtdGRj4ndpf9yjPWjpKuME5JEP5x85fjp,https://dexscreener.com/solana/egpxxewaepzwtdgrj4ndpf9yjpwjpkume5jep5x85fjp,PMJA8UQDyWTFw2Smhyp9jGA6aTaP7jKHR7BPudrgyYN,2026-07-01T21:01:54.000Z,2026-07-01T21:01:54.000Z,2026-07-01T21:01:55.000Z,2026-07-02T13:58:01.926Z,"✓ bought by 1 wallet(s); ✓ peak≈$10,361 >= floor $10,000 [history]; ✓ peak≈$10,361 <= ceiling $25,000; ✓ vol(h24)=$18,855 >= $10,000; ✓ chain=solana"
GameStop Coin,GME,D8xaG1BFT7iC9wAEXhQHa4pJ9Eru9xCYFmWZUJeDpump,NA,Classified as NA using token creation time,2467.32,2467.32,10350.753769951858,10350.753769951858,history,10350.753769951858,38251.13,h24,,0.000002467,-5.78,578,584,pumpfun,ELfPQhbcCzSSvahtXh2qa2VznyuKAT2d2AQyK13ETYrc,https://dexscreener.com/solana/elfpqhbcczssvahtxh2qa2vznyukat2d2aqyk13etyrc,FM1YCKED2KaqB8Uat8aB1nsffR1vezr7s6FAEieXJgke; Hw5UKBU5k3YudnGwaykj5E8cYUidNMPuEewRRar5Xoc7; DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj; HZXdwRRw27kfpYtTqc7bMfrRgK3LSUaiKDFtqoEihik8,2026-07-02T02:53:26.000Z,2026-07-02T02:53:26.000Z,2026-07-02T02:53:43.000Z,2026-07-02T13:58:01.926Z,"✓ bought by 4 wallet(s); ✓ peak≈$10,351 >= floor $10,000 [history]; ✓ peak≈$10,351 <= ceiling $25,000; ✓ vol(h24)=$38,251 >= $10,000; ✓ chain=solana"
MODEL Y Long,YL,HaFAD8UDn2bMFnzUSHhUuwSGJmkc6gjAjMskicGhpump,NA,Classified as NA using DEX Screener pairCreatedAt,2356.77,2356.77,10306.845746769168,10306.845746769168,history,10306.845746769168,32527.26,h24,,0.000002356,-20.49,341,326,pumpfun,8fgs3MZJBoxfjZHgpX97ZcBdUuRSRAByUwjUvaYFAFYw,https://dexscreener.com/solana/8fgs3mzjboxfjzhgpx97zcbduursrabyuwjuvayfafyw,FhZmTCs7enzPDN1RpgJPUcZPfX6FKJ9uqj7ch2jtggGW; FAicXNV5FVqtfbpn4Zccs71XcfGeyxBSGbqLDyDJZjke,,2026-07-01T22:49:20.000Z,2026-07-01T22:49:28.000Z,2026-07-02T13:58:01.926Z,"✓ bought by 2 wallet(s); ✓ peak≈$10,307 >= floor $10,000 [history]; ✓ peak≈$10,307 <= ceiling $25,000; ✓ vol(h24)=$32,527 >= $10,000; ✓ chain=solana"
Pump Faucet,FAUCET,8Ajk69zvvV1ywJu75uBz3b6gRXKNRk5HTHAcqQeqpump,NA,Classified as NA using DEX Screener pairCreatedAt,2254.45,2254.45,10270.710858525928,10271.961075168194,history,10271.961075168194,29452.76,h24,,0.000002254,-62.57,303,271,pumpfun,88RYq3ZF5ePmrWRb928r3fnjMPekSD4QgferB2KFxXTg,https://dexscreener.com/solana/88ryq3zf5epmrwrb928r3fnjmpeksd4qgferb2kfxxtg,PMJA8UQDyWTFw2Smhyp9jGA6aTaP7jKHR7BPudrgyYN,,2026-07-01T17:19:49.000Z,2026-07-01T17:19:51.000Z,2026-07-02T13:58:01.926Z,"✓ bought by 1 wallet(s); ✓ peak≈$10,272 >= floor $10,000 [history]; ✓ peak≈$10,272 <= ceiling $25,000; ✓ vol(h24)=$29,453 >= $10,000; ✓ chain=solana"
Psyop,PSYOP,6sUkjetNERSdkWPsCv954M9xpXS1EfD4j5B2LqiHpump,NA,Classified as NA using DEX Screener pairCreatedAt,2174.93,2174.93,10231.516829052714,10231.516829052714,history,10231.516829052714,15418.19,h24,,0.000002174,-16.55,156,144,pumpfun,EyZE9EkrtyJkRZHJNpmLjhPD3HY9oaNTBGYrs5Ee5nct,https://dexscreener.com/solana/eyze9ekrtyjkrzhjnpmljhpd3hy9oantbgyrs5ee5nct,7moqFjvm2MwAiMtCZoqYoTAPzRBxxMRT2ddyHThQuWjr,,2026-07-01T17:02:51.000Z,2026-07-01T17:02:51.000Z,2026-07-02T13:58:01.926Z,"✓ bought by 1 wallet(s); ✓ peak≈$10,232 >= floor $10,000 [history]; ✓ peak≈$10,232 <= ceiling $25,000; ✓ vol(h24)=$15,418 >= $10,000; ✓ chain=solana"
The Congolese Wizard,Wizard,Fy1uVGGw7zubTx21yukw4odCAD2DqSQ4JVEve6QCpump,NA,Classified as NA using DEX Screener pairCreatedAt,2172.13,2172.13,10223.878436898556,10223.878436898556,history,10223.878436898556,17652.42,h24,,0.000002172,-21.48,224,221,pumpfun,65E81Gs4j5PNgqsbwduYzqC8oCyArbYn63LYL7XTat5y,https://dexscreener.com/solana/65e81gs4j5pngqsbwduyzqc8ocyarbyn63lyl7xtat5y,831yhv67QpKqLBJjbmw2xoDUeeFHGUx8RnuRj9imeoEs; H31vEBxSJk1nQdUN11qZgZyhScyShhscKhvhZZU3dQoU,,2026-07-01T17:17:39.000Z,2026-07-01T17:17:50.000Z,2026-07-02T13:58:01.926Z,"✓ bought by 2 wallet(s); ✓ peak≈$10,224 >= floor $10,000 [history]; ✓ peak≈$10,224 <= ceiling $25,000; ✓ vol(h24)=$17,652 >= $10,000; ✓ chain=solana"
Rambutan,Rambutan,Cv2bMTVydD6LCVfY9AuP9tHwdrZP78eqSj2Gg8ocosxA,NA,Classified as NA using DEX Screener pairCreatedAt,2188.03,2188.03,10217.498086361657,10217.498086361657,history,10217.498086361657,23689.49,h24,,0.000002188,-24.97,318,305,pumpfun,C9H8W6iBvYvwdCPuJkbpbDQ1JrSVkHV6vrknz9inDsS6,https://dexscreener.com/solana/c9h8w6ibvyvwdcpujkbpbdq1jrsvkhv6vrknz9indss6,831yhv67QpKqLBJjbmw2xoDUeeFHGUx8RnuRj9imeoEs; FhZmTCs7enzPDN1RpgJPUcZPfX6FKJ9uqj7ch2jtggGW,,2026-07-01T19:57:54.000Z,2026-07-01T19:57:56.000Z,2026-07-02T13:58:01.926Z,"✓ bought by 2 wallet(s); ✓ peak≈$10,217 >= floor $10,000 [history]; ✓ peak≈$10,217 <= ceiling $25,000; ✓ vol(h24)=$23,689 >= $10,000; ✓ chain=solana"
Messi,MESSI,7Qqqd6brr8HMVTkz4m4RNMXgwwGa5xzN6wPchTTKpump,NA,Classified as NA using DEX Screener pairCreatedAt,2282.01,2282.01,10198.143197709845,10201.091072849555,history,10201.091072849555,18624.41,h24,,0.000002282,-22.74,150,167,pumpfun,CfCEyowmuM5M9BvKuwJ1VjNNVRkybheqQkeQA9kFcUoq,https://dexscreener.com/solana/cfceyowmum5m9bvkuwj1vjnnvrkybheqqkeqa9kfcuoq,PMJA8UQDyWTFw2Smhyp9jGA6aTaP7jKHR7BPudrgyYN; Bi4rd5FH5bYEN8scZ7wevxNZyNmKHdaBcvewdPFxYdLt,,2026-07-01T18:27:48.000Z,2026-07-01T18:27:53.000Z,2026-07-02T13:58:01.926Z,"✓ bought by 2 wallet(s); ✓ peak≈$10,201 >= floor $10,000 [history]; ✓ peak≈$10,201 <= ceiling $25,000; ✓ vol(h24)=$18,624 >= $10,000; ✓ chain=solana"
Unicorn Drooling Coin,UDC,A1srSJBXCsxDnFxnubdnfbmhw8hLNyPpBQFF3z5pump,NA,Classified as NA using token creation time,2216.07,2216.07,10165.088972950727,10166.147092380597,history,10166.147092380597,18433.09,h24,,0.000002216,-3.92,256,224,pumpfun,Ws9KXGYJQhBrLhU3w9pmxH1M6ut7NxKN3TjtKGdz55a,https://dexscreener.com/solana/ws9kxgyjqhbrlhu3w9pmxh1m6ut7nxkn3tjtkgdz55a,FhZmTCs7enzPDN1RpgJPUcZPfX6FKJ9uqj7ch2jtggGW,2026-07-02T01:08:20.000Z,2026-07-02T01:08:20.000Z,2026-07-02T01:08:21.000Z,2026-07-02T13:58:01.926Z,"✓ bought by 1 wallet(s); ✓ peak≈$10,166 >= floor $10,000 [history]; ✓ peak≈$10,166 <= ceiling $25,000; ✓ vol(h24)=$18,433 >= $10,000; ✓ chain=solana"
Tilly,Tilly,EDMRzNQaZqBUECwaTuByKtnPECR5BqA6bMXsJ2vpump,NA,Classified as NA using DEX Screener pairCreatedAt,2162.07,2162.07,10164.627414025721,10164.627414025721,history,10164.627414025721,19571.24,h24,,0.000002162,-25.88,250,259,pumpfun,8rtjGbqVrkjFQY2KZt3hEKvarZuBsBzCNjhDQr7aW8r1,https://dexscreener.com/solana/8rtjgbqvrkjfqy2kzt3hekvarzubsbzcnjhdqr7aw8r1,3h65MmPZksoKKyEpEjnWU2Yk2iYT5oZDNitGy5cTaxoE; 4vw54BmAogeRV3vPKWyFet5yf8DTLcREzdSzx4rw9Ud9,,2026-07-01T15:00:54.000Z,2026-07-01T15:01:16.000Z,2026-07-02T13:58:01.926Z,"✓ bought by 2 wallet(s); ✓ peak≈$10,165 >= floor $10,000 [history]; ✓ peak≈$10,165 <= ceiling $25,000; ✓ vol(h24)=$19,571 >= $10,000; ✓ chain=solana"
Degen 5,DEGEN5,9KGFCwogCTJfw8jwk74pChsy77MLiChnENmq784fpump,NA,Classified as NA using token creation time,2184.33,2184.33,10090.89649322707,10093.539727020981,history,10093.539727020981,15298.43,h24,,0.000002184,-5.1,174,182,pumpfun,5Vi1XLUU9juvDwwGH5m8gRrRYJfwqtU4WCcBcLtsVbe7,https://dexscreener.com/solana/5vi1xluu9juvdwwgh5m8grrryjfwqtu4wccbcltsvbe7,FhZmTCs7enzPDN1RpgJPUcZPfX6FKJ9uqj7ch2jtggGW,2026-07-02T01:58:18.000Z,2026-07-02T01:58:18.000Z,2026-07-02T01:58:47.000Z,2026-07-02T13:58:01.926Z,"✓ bought by 1 wallet(s); ✓ peak≈$10,094 >= floor $10,000 [history]; ✓ peak≈$10,094 <= ceiling $25,000; ✓ vol(h24)=$15,298 >= $10,000; ✓ chain=solana"
Bonkers,BONKERS,738MTccv51kPDkDLPQojAqUx261yaPwf5KEBzo8ybonk,NA,Classified as NA using token creation time,3301.54,3301.54,10072.00014155683,10072.499307770688,history,10072.499307770688,25263.45,h24,,0.000003301,-13.9,189,198,launchlab,DJ38HNeKg2ZX3SnbeDKMFoYoMU433bTU1hz9FEsaDcbj,https://dexscreener.com/solana/dj38hnekg2zx3snbedkmfoyomu433btu1hz9fesadcbj,EaVboaPxFCYanjoNWdkxTbPvt57nhXGu5i6m9m6ZS2kK; VJSDW6S74YXR4rRR9P4xwhMvLZJQMhrUb8XMFirUsy1,2026-07-01T19:23:44.000Z,2026-07-01T19:23:44.000Z,2026-07-01T19:24:08.000Z,2026-07-02T13:58:01.926Z,"✓ bought by 2 wallet(s); ✓ peak≈$10,072 >= floor $10,000 [history]; ✓ peak≈$10,072 <= ceiling $25,000; ✓ vol(h24)=$25,263 >= $10,000; ✓ chain=solana"
Chicken In Trousers,CIT,8F7Up6Cu48sfY7vHtpw7LwRdffWZSvviirvWCEFzpump,NA,Classified as NA using token creation time,2234.35,2234.35,10036.648420084835,10038.869866373981,history,10038.869866373981,24556.21,h24,,0.000002234,-6.96,394,358,pumpfun,BK2tnmjyAcwPHvJXUa8msED56GEcErFGVEupz7fJ4cA8,https://dexscreener.com/solana/bk2tnmjyacwphvjxua8msed56gecerfgveupz7fj4ca8,DVMkhiQe1D8yenuEgsW44NjRn9LfVQjGEpZcez5x7Mff; FczAVrSD8WPAymBhWrcFy8QsRjgDqmFkuqWa1KkAbzuD; FAjy79ncahjN7kMQZsowwRK3mhXTnc3bPHkX3HxUv8y6; FhZmTCs7enzPDN1RpgJPUcZPfX6FKJ9uqj7ch2jtggGW,2026-07-02T02:03:42.000Z,2026-07-02T02:03:42.000Z,2026-07-02T02:03:44.000Z,2026-07-02T13:58:01.926Z,"✓ bought by 4 wallet(s); ✓ peak≈$10,039 >= floor $10,000 [history]; ✓ peak≈$10,039 <= ceiling $25,000; ✓ vol(h24)=$24,556 >= $10,000; ✓ chain=solana"
Alex's Lemonade Stand,LEMONADE,GQzAHWSDHBEzvtaVKCqEBrTm2ZBXDgRFf1Xstwuspump,NA,Classified as NA using DEX Screener pairCreatedAt,2186.11,2186.11,10014.098438826315,10014.098438826315,history,10014.098438826315,17039.52,h24,,0.000002186,-37.41,140,152,pumpfun,FWW8YarrfGPuTFwmuAqFN2D3ZKQ557KCeU1ZGcF1Fzcv,https://dexscreener.com/solana/fww8yarrfgputfwmuaqfn2d3zkq557kceu1zgcf1fzcv,PMJA8UQDyWTFw2Smhyp9jGA6aTaP7jKHR7BPudrgyYN; 99xnE2zEFi8YhmKDaikc1EvH6ELTQJppnqUwMzmpLXrs; H31vEBxSJk1nQdUN11qZgZyhScyShhscKhvhZZU3dQoU,,2026-07-01T18:04:51.000Z,2026-07-01T18:04:54.000Z,2026-07-02T13:58:01.926Z,"✓ bought by 3 wallet(s); ✓ peak≈$10,014 >= floor $10,000 [history]; ✓ peak≈$10,014 <= ceiling $25,000; ✓ vol(h24)=$17,040 >= $10,000; ✓ chain=solana"
